id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3344,"White House/Center City, 1 roommate",4957,A.J.,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90126,-77.02857,Private room,48,306,11,2016-08-31,0.09,2,363
3362,"Convention Center Rowhouse & In Law: 2 Units, 4BR",2798,Ayeh,,"Shaw, Logan Circle",38.91046,-77.01933,Entire home/apt,433,2,165,2019-06-30,1.29,5,321
3662,Vita's Hideaway II,4645,Vita,,Historic Anacostia,38.86193,-76.98963,Private room,65,2,36,2019-04-14,0.36,3,274
3670,Beautiful Sun-Lit U Street 1BR/1BA,4630,Sheila,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91842,-77.0275,Private room,75,2,79,2018-07-25,1.50,1,365
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86314,-76.98836,Private room,55,2,70,2019-05-18,0.66,3,235
3771,Mt. Pleasant,4795,Charlene,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9276,-77.03926,Private room,88,1,1,2009-01-21,0.01,1,0
4197,Bedroom in DC 2 blocks to Metro,5061,Sandra,,"Capitol Hill, Lincoln Park",38.88791,-76.99668,Private room,83,60,41,2019-06-02,0.33,2,87
4501,DC Rowhouse,1585,Kip,,"Shaw, Logan Circle",38.91331,-77.02436,Private room,475,2,120,2015-07-16,0.94,1,0
4529,Bertina's  House Part One,5803,Bertina'S House,,"Eastland Gardens, Kenilworth",38.90645,-76.94305,Private room,65,5,102,2019-07-05,0.84,2,179
4967,"DC, Near Metro",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.91263,-76.99221,Private room,99,2,31,2016-09-22,0.29,3,181
5589,Cozy in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91933,-77.04124,Entire home/apt,118,2,90,2019-06-10,0.75,3,9
9097,Adams Morgan Charm,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92029,-77.04205,Shared room,42,1,102,2019-06-27,0.86,3,1
9641,Sophisticated Logan Circle Loft,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.91146,-77.03636,Entire home/apt,195,2,147,2019-06-29,1.30,4,26
10766,Hospitality@HillEast *****,38641,Gena,,"Capitol Hill, Lincoln Park",38.87805,-76.9883,Private room,125,4,67,2018-03-24,0.57,1,0
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92828,-77.07638,Entire home/apt,125,1,359,2019-07-07,3.10,4,334
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92744,-77.07496,Private room,69,1,74,2019-07-14,0.65,4,340
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,Victoria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92905,-77.03084,Entire home/apt,125,4,22,2019-04-11,0.20,1,322
13824,Natural Setting in DC,54317,Chris & Erin,,"Brightwood Park, Crestwood, Petworth",38.95845,-77.03764,Entire home/apt,100,2,156,2019-06-05,1.33,1,336
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.927,-77.07645,Private room,69,1,105,2019-05-26,1.05,4,240
14570,Downtown Spacious Bedroom & Private Bath,56646,,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90427,-77.02656,Private room,85,3,547,2019-07-10,4.76,1,4
16641,Dupont Circle Convenience,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.91381,-77.04538,Entire home/apt,150,2,63,2019-04-07,0.56,4,17
16684,Capitol Hill Guest Suite,64814,Matt+Jean,,"Union Station, Stanton Park, Kingman Park",38.89866,-77.00179,Entire home/apt,93,30,168,2019-05-18,1.45,1,222
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92708,-77.0768,Private room,69,1,81,2019-06-28,0.71,4,304
20067,Embassy Row /Glover Park,75938,Marie,,"Cathedral Heights, McLean Gardens, Glover Park",38.92466,-77.06834,Private room,75,3,102,2019-07-01,0.90,1,44
22453,Elegant Logan Circle Loft Share,32067,Melissa,,"Dupont Circle, Connecticut Avenue/K Street",38.90933,-77.03484,Shared room,90,2,87,2019-01-25,0.77,4,51
24712,"Modern Luxury, Jacuzzi Tub & Fireplace",100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.94592,-77.02331,Entire home/apt,309,4,109,2019-06-26,1.14,2,346
24720,"Adam's Eden,Perfect for families",100761,Adam,,"Brightwood Park, Crestwood, Petworth",38.95471,-77.02137,Entire home/apt,215,1,3,2018-11-17,0.05,1,148
25185,Elegant Adams Morgan Condo near museums & dining,103970,Jeffrey,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92194,-77.04622,Entire home/apt,149,2,22,2019-05-27,0.56,1,196
25243,The Smithsonian Vacation House,104340,Wavely,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88225,-77.01774,Entire home/apt,379,1,21,2019-01-19,0.38,2,348
25366,Convention Center Rowhouse on P ST NW (3BR/2.5BA),2798,Ayeh,,"Shaw, Logan Circle",38.90749,-77.02546,Entire home/apt,433,2,131,2019-06-24,1.21,5,321
32087,American Guest House - Room 301,138459,L,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.917,-77.04641,Private room,169,1,13,2016-11-17,0.14,2,363
32584,Downtown DC Private Carriage House,29711,The Remuzzi Brothers,,"Shaw, Logan Circle",38.91139,-77.0208,Entire home/apt,129,2,576,2019-06-28,5.21,2,293
33534,3 BR H Street Retreat walk to Capitol,117099,Stephen,,"Union Station, Stanton Park, Kingman Park",38.90226,-76.99197,Entire home/apt,150,3,27,2019-07-08,0.25,1,37
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90879,-77.02403,Entire home/apt,130,4,170,2019-06-19,1.59,3,62
54112,"Luxury DC Apt. Downtown, Logan Circle, 14th Street",253258,Daryl,,"Dupont Circle, Connecticut Avenue/K Street",38.91168,-77.03501,Entire home/apt,195,3,145,2019-06-26,1.37,1,365
57340,Lovely bedroom near U.S. Capitol & Union Station,272903,Channapha,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90519,-76.98855,Private room,73,2,40,2018-10-28,1.64,1,0
62119,Deep in the Woods in Adams Morgan,301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92114,-77.0487,Private room,63,3,255,2019-06-06,2.43,2,282
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah (And JT),,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92166,-77.04877,Private room,90,3,100,2019-06-26,1.20,2,28
65024,"Nice looking large room on Rhodeisland avenue, nw",315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9165,-77.01028,Private room,35,28,5,2018-11-18,0.18,24,332
67483,Charming B & B in Columbia Heights,332901,Chris And Shawanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93375,-77.02924,Entire home/apt,99,6,153,2018-04-16,1.49,1,222
72454,Modern Charm Washington DC Rental,100727,Capital Vacation,,"Brightwood Park, Crestwood, Petworth",38.94684,-77.02294,Entire home/apt,309,4,134,2019-06-02,1.32,2,354
78264,Room for 2/4 with private bathroom,420345,Caterina & Francesco,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91573,-77.00721,Private room,70,1,30,2017-06-15,0.36,1,194
79610,Capitol Hill Location with Parking,429012,Leah,,"Capitol Hill, Lincoln Park",38.89183,-76.98301,Entire home/apt,128,1,99,2018-06-03,1.06,1,195
79866,"DC, Near Metro III",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90476,-76.98492,Private room,99,2,10,2016-08-27,0.10,3,181
79867,"DC, Near Metro II",7086,Seveer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90467,-76.98627,Private room,99,2,10,2016-09-30,0.11,3,181
93551,Upscale Master Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.91235,-77.01873,Private room,87,3,98,2019-05-27,0.98,4,336
105273,New&Cozy1BR/Central/Great features,528963,Marwa,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92105,-77.03772,Entire home/apt,75,180,8,2013-07-25,0.10,1,196
107801,Heart of D.C. near Union Station!!,445901,DeeDee,,"Union Station, Stanton Park, Kingman Park",38.89768,-76.97113,Entire home/apt,140,2,13,2017-08-09,0.23,1,0
116289,"Unique Takoma DC Townhouse, 3 min walk to Metro",587419,Sharyn,,"Takoma, Brightwood, Manor Park",38.97267,-77.01821,Entire home/apt,118,7,3,2019-07-01,0.03,1,20
116951,Upscale Private Close to Everything,481929,Chris,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91703,-77.01672,Private room,75,10,80,2019-06-26,2.03,4,0
124030,Modern Townhouse with Large Backyard!,614408,Adam,,"Shaw, Logan Circle",38.91409,-77.02484,Entire home/apt,150,2,7,2019-04-08,0.12,1,0
145726,Luraloft / Entire Apt,705346,Sakhi,,"Brightwood Park, Crestwood, Petworth",38.94934,-77.02295,Entire home/apt,85,4,98,2019-06-30,1.00,1,321
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.915,-77.03853,Entire home/apt,135,3,28,2019-06-24,0.30,1,218
151181,Sweet Anacostia Hideaway II,728027,Chekesha,,Historic Anacostia,38.86239,-76.98811,Private room,72,1,70,2019-04-25,1.45,2,0
153545,Guest Room 3 miles to  White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94437,-77.04345,Private room,49,30,35,2016-12-20,0.37,5,317
155859,~GuestNest: Guest Room +PrivateBath+Metro+Parking~,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96648,-77.03228,Private room,58,3,126,2019-06-25,1.30,2,181
160148,"Dupont room; TemPurpedic bed, 3 min 2 metro",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91228,-77.04766,Private room,309,6,2,2015-05-20,0.02,7,365
160597,"Charming, great location, parking",49583,Elizabeth,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9232,-77.10166,Private room,80,3,18,2018-03-29,0.21,2,0
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91193,-77.04566,Private room,99,2,10,2019-07-12,0.21,7,0
161922,Dupont 2-level Apt in 4-story historic townhouse,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91262,-77.04727,Entire home/apt,160,28,1,2019-05-13,0.47,7,330
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86427,-76.98934,Private room,75,2,36,2019-06-25,0.91,3,175
175581,Entire 1BR Capitol Hill Apartment!,839218,Molly,,"Capitol Hill, Lincoln Park",38.87859,-76.98519,Entire home/apt,120,4,123,2019-06-14,1.28,1,10
175608,People's Place  - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90831,-77.02364,Entire home/apt,110,4,166,2019-06-25,1.75,3,65
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96234,-77.01735,Private room,64,1,0,,,2,365
181078,Beautiful Condo in Adams Morgan,867791,Vadim,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92009,-77.04137,Entire home/apt,250,4,78,2019-06-12,0.84,1,357
181455,Sweet English Studio CLEAN/Walk to Metro,667695,Robin,,"Friendship Heights, American University Park, Tenleytown",38.95173,-77.08628,Entire home/apt,80,2,28,2019-06-29,0.46,1,310
184144,"Dupont Circle, Stunning Apt",883385,Pierre,,"Dupont Circle, Connecticut Avenue/K Street",38.91314,-77.04431,Entire home/apt,140,120,7,2016-03-17,0.07,1,359
189961,Private room in Washington D.C.,916824,Kim & Gregg,,"Capitol View, Marshall Heights, Benning Heights",38.88359,-76.92951,Private room,59,1,0,,,1,0
195344,New Luxury Downtown Private Apt.,949856,Nat,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90123,-77.01752,Entire home/apt,149,2,361,2019-07-05,3.76,1,240
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96995,-77.01984,Entire home/apt,99,2,4,2018-03-18,0.05,1,317
198685,Large room in central location,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93404,-77.01488,Private room,65,1,127,2019-05-31,1.33,3,235
198754,"Comfy, Civilized BR/ BA Right in Middle of DC",970466,Beulah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91057,-77.01092,Private room,90,2,2,2018-06-22,0.09,2,174
198761,Smack In The Middle of DC,970466,Beulah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90962,-77.01017,Private room,50,10,35,2018-05-28,0.36,2,234
201116,Victorian Haven - Private Basement!,983611,Reed,,"Takoma, Brightwood, Manor Park",38.97291,-77.02063,Entire home/apt,90,1,149,2019-06-01,1.56,1,307
205809,Modern home NW DC steps from bus,1012315,Elizabeth,,"Brightwood Park, Crestwood, Petworth",38.9581,-77.02271,Entire home/apt,199,4,13,2019-06-11,0.14,1,363
210914,"Brookland, 10min to red line metro",767543,Dana,,"Brookland, Brentwood, Langdon",38.93554,-76.98251,Entire home/apt,285,3,0,,,7,365
211986,xtra-large suite in Dupont-- 3 min walk to metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91362,-77.04687,Private room,269,2,5,2015-09-04,0.08,7,365
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98897,-77.04529,Private room,86,2,5,2019-04-13,0.05,1,326
223922,Private  Retreat. Apartment in DC ,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94363,-77.04562,Entire home/apt,109,1,109,2018-12-03,1.15,5,315
246413,Cozy Capitol Hill home Free parking near metro,814151,Tiff,,"Capitol Hill, Lincoln Park",38.88535,-76.98183,Entire home/apt,78,2,363,2019-06-30,4.09,2,20
252300,"Private Bath, Metro, Capitol@3miles",1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.8587,-76.98736,Private room,90,5,8,2019-05-18,0.13,2,338
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96703,-77.00426,Private room,58,6,29,2018-09-25,0.31,1,331
266852,Private Suite in Capitol Hill Home,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89661,-76.98703,Private room,77,2,667,2019-07-06,7.16,3,273
274737,Georgetown Federal Townhouse,1436380,Angela,,"Georgetown, Burleith/Hillandale",38.91365,-77.06975,Entire home/apt,125,2,34,2019-06-03,0.38,2,301
276193,Central spot in the heart of DC  (3),1443163,Dian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92499,-77.02831,Private room,55,3,72,2019-04-14,1.69,8,338
279120,Quiet 2-bd apmt in a very convenient location,1313111,Rossen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9137,-77.00232,Entire home/apt,160,1,11,2016-03-24,0.13,3,344
281806,LOCATION LOCATION LOCATION! 3BR/2FB ! RARELY AVAIL,1468884,Margarita,,"Dupont Circle, Connecticut Avenue/K Street",38.91613,-77.03572,Entire home/apt,280,3,20,2019-06-30,0.33,4,113
286083,Boutique penthouse near everything,62739,Amos,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93107,-77.03885,Entire home/apt,145,2,63,2019-06-21,0.70,1,344
290001,"Cozy Rowhouse Near Logan Circle, Convention Center",1505235,Jane,,"Shaw, Logan Circle",38.90968,-77.02747,Entire home/apt,150,2,125,2019-06-29,1.40,1,161
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.91452,-77.03554,Entire home/apt,149,3,50,2019-05-28,0.56,1,282
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.98123,-77.02885,Private room,85,1,19,2019-06-30,0.22,2,359
303370,Entire Luxury Apartment,1275777,Michel,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91984,-77.04481,Entire home/apt,95,60,32,2019-02-28,0.37,1,274
303694,"Private DC Suite, Spacious + Modern",110003,Nick And Lylie,,"Brightwood Park, Crestwood, Petworth",38.94226,-77.01665,Entire home/apt,109,5,135,2019-05-31,1.51,1,174
303723,"Modern Private English Unit, Great Location",1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91662,-77.02539,Entire home/apt,120,2,154,2019-06-30,2.86,1,35
304188,Cool townhouse in Columbia Heights,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92402,-77.02875,Private room,65,1,385,2019-06-30,4.27,3,167
305783,Hb baño privado 3mi Capitol y metro,1323933,Neida,,"Sheridan, Barry Farm, Buena Vista",38.85618,-76.98689,Private room,90,5,2,2018-08-25,0.03,2,338
306465,Dupont Apt w/character;3-min walk metro!,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91231,-77.04561,Entire home/apt,325,2,15,2019-04-06,0.17,7,365
313405,Blue Room - Washington 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.98052,-77.02992,Private room,75,1,7,2019-07-02,0.08,2,355
315140,Penn Quarter Studio Apartment,1618591,Tolu,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89815,-77.02241,Entire home/apt,149,100,13,2018-08-05,0.15,2,349
316270,"1BR Apt, full kitchen, steps2metro",1624394,Jen,,"Brightwood Park, Crestwood, Petworth",38.93913,-77.01881,Entire home/apt,83,1,192,2019-06-11,2.16,3,117
321642,Eastern Market english basement,1632216,Louisa,,"Capitol Hill, Lincoln Park",38.88212,-76.99944,Entire home/apt,140,1,135,2018-11-10,1.55,1,0
326938,Georgetown's Chateau Bleu - Prv Rm1,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91416,-77.07027,Private room,139,3,24,2019-06-12,0.28,4,317
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89057,-76.93442,Entire home/apt,75,3,107,2019-06-23,1.19,1,276
350687,Fab 1 BR Apartment Close to Metro,1539504,Autumn & Mitch,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93467,-77.0302,Entire home/apt,100,2,47,2019-07-01,0.53,2,0
353262,"View, clean, location 0.4m to metro",1789475,Luisa,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9182,-77.04326,Entire home/apt,80,4,1,2015-09-08,0.02,1,0
355527,Steps for US Capitol .. and subway,1096793,Marina,,"Capitol Hill, Lincoln Park",38.88513,-77.00384,Entire home/apt,145,2,127,2019-02-17,1.41,1,274
373462,"Cap Hill House 2.5 Bdr, Metro close, free parking!",814151,Tiff,,"Capitol Hill, Lincoln Park",38.88394,-76.98212,Entire home/apt,175,2,153,2019-06-27,1.76,2,337
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89,-76.99466,Entire home/apt,175,3,226,2019-07-07,2.55,1,150
383780,Spacious 1BR DuPont/ Logan/ 14th Street Apartment,1922071,Hana,,"Dupont Circle, Connecticut Avenue/K Street",38.91174,-77.03674,Entire home/apt,72,365,15,2013-05-28,0.17,1,365
407014,"DC Apartment near White House, Mall",29711,The Remuzzi Brothers,,"Shaw, Logan Circle",38.911,-77.02074,Entire home/apt,139,2,391,2019-06-02,4.53,2,217
409582,1-br Capitol Hill apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88277,-76.99404,Entire home/apt,188,1,476,2019-07-02,5.39,1,357
423149,Private Historic Rowhouse 1BR Apt,783034,Ethan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91463,-77.01795,Entire home/apt,99,20,54,2017-11-17,0.62,3,0
427825,Bloomingdale Victorian Row-house,1618591,Tolu,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91973,-77.01392,Entire home/apt,149,10,13,2018-12-14,0.17,2,265
437005,"The Buddha behind the ""Blue Door"" ",2170422,Greta,,Historic Anacostia,38.86124,-76.98865,Private room,60,2,102,2019-04-24,1.16,2,343
437362,Cap Hill Rowhouse w/ Mod Inside,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89533,-76.98797,Entire home/apt,275,3,5,2015-08-01,0.06,3,195
446125,2 Level Condo Loft in City Center,2215579,Vijay,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90162,-77.02568,Private room,67,8,53,2019-05-15,0.60,1,316
450790,Private room & bath 10 min to Metro,2222558,David,,"Takoma, Brightwood, Manor Park",38.96816,-77.01988,Private room,45,1,130,2019-06-30,1.51,2,257
453159,Walk to the Capitol! 2BR2BA w/patio,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87995,-76.98545,Entire home/apt,159,3,248,2019-06-28,2.90,1,38
453315,Efficiency suite in Capitol Hill,2252538,Adam And Jen,,"Union Station, Stanton Park, Kingman Park",38.8954,-76.98694,Entire home/apt,89,2,745,2019-07-07,8.53,1,250
464177,Luxury DC 1BR Next to National Zoo,2306542,Anil,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92859,-77.05629,Entire home/apt,162,1,75,2019-07-12,0.87,1,329
489773,DC Rowhouse in Historic LeDroit,783034,Ethan,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91614,-77.01637,Entire home/apt,225,2,43,2015-11-07,0.53,3,135
501623,"DC townhouse, 2BR/2BA, buses to downtown nearby",2475296,Daniel,,"Takoma, Brightwood, Manor Park",38.96644,-77.03348,Entire home/apt,98,5,2,2017-07-26,0.04,1,0
501809,Upstair Private Close to Everything,481929,Chris,,"Shaw, Logan Circle",38.91255,-77.01999,Private room,72,2,29,2019-04-01,0.40,4,338
519159,The Open Space - Stylish Artsy Home,1238901,Vanessa,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91516,-77.02953,Entire home/apt,490,5,22,2019-04-20,0.26,1,25
525672,Capitol Hill walk to US Capitol & 1 blk to Metro,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.8814,-76.98874,Entire home/apt,105,2,183,2019-07-07,2.15,2,268
529077,Historic row house in Adams Morgan,2599368,Elham,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92671,-77.03972,Entire home/apt,125,3,0,,,1,0
538598,Walking Distance to the Capitol!,2645588,Justin,,"Union Station, Stanton Park, Kingman Park",38.89884,-76.9973,Entire home/apt,125,4,4,2019-03-31,0.10,1,0
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88753,-76.99453,Entire home/apt,145,1,26,2019-06-08,0.38,1,29
555749,"Amazing Home, Incredible Location",2657160,Jacquelyn,,"Shaw, Logan Circle",38.91236,-77.03178,Entire home/apt,300,5,28,2019-07-07,0.33,1,11
556729,Large sunny BR close to downtown,966613,Robin,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92973,-77.01939,Private room,65,1,120,2019-05-19,1.42,3,349
560341,Business Economy Room-DC Best Value,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94314,-77.04345,Private room,59,30,22,2014-10-30,0.26,5,104
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91101,-77.00776,Entire home/apt,102,2,265,2019-07-13,3.13,3,234
565533,Fantastic Studio Steps to Metro!,2131753,Shannon,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92481,-77.05252,Entire home/apt,115,30,10,2018-07-02,0.15,18,131
565553,In the Heart of Foggy Bottom!,2131753,Shannon,,"West End, Foggy Bottom, GWU",38.90053,-77.05436,Entire home/apt,129,60,13,2018-08-08,0.27,18,289
581620,Heart of DC 7 Min from Downtown! 2,2863595,Judy,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91775,-77.01571,Shared room,33,5,25,2019-01-01,0.30,3,339
583236,Grand House in the Heart of Washington DC,345318,Joi,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93487,-77.0647,Entire home/apt,495,4,14,2019-07-02,0.20,1,10
584885,Amazing Studio Steps to Georgetown,2131753,Shannon,,"West End, Foggy Bottom, GWU",38.90317,-77.05076,Entire home/apt,129,30,12,2019-07-06,0.21,18,0
586981,Cool townhouse in Columbia Heights2,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92315,-77.02938,Private room,60,1,370,2019-06-21,4.40,3,133
594394,Lovely upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91528,-77.0745,Private room,65,28,36,2019-06-05,0.50,4,296
594405,Huge upstairs room in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.91426,-77.07579,Private room,65,6,6,2014-10-17,0.07,4,0
597862,Capitol Hill Room Steps from Metro,2789299,Jennifer,,"Capitol Hill, Lincoln Park",38.8817,-76.98696,Private room,35,2,10,2018-08-13,0.15,2,0
601180,DC Farmhouse w/ parking near metro,2975257,Bob,,"North Cleveland Park, Forest Hills, Van Ness",38.94935,-77.05946,Private room,190,2,0,,,1,365
609042,Bright and cozy Studio - U street,3019124,Maria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9225,-77.03322,Entire home/apt,120,3,3,2016-07-25,0.04,1,0
610655,Beautiful Condo In NW Washington DC,3027744,Dylan,,"Brightwood Park, Crestwood, Petworth",38.95802,-77.02202,Entire home/apt,79,2,155,2019-04-18,1.86,1,0
620849,Convenience with character.,617470,Lish,,"Shaw, Logan Circle",38.90694,-77.03203,Entire home/apt,115,2,51,2016-07-14,0.61,1,0
621201,Great studio adamsmorgan dupont ,2902827,Pia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91737,-77.0441,Entire home/apt,45,1,0,,,1,0
623476,Victorian Townhouse from Gilded Age,2799609,Ahmet,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91947,-77.01187,Entire home/apt,250,14,0,,,1,0
626868,"Ledroit Circle Apt. Walk to Metro, Shaw, U St.",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91492,-77.01724,Entire home/apt,150,2,78,2019-05-24,0.96,4,342
627758,Georgetown's Chateau Bleu - 2lv hse,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91569,-77.07026,Entire home/apt,299,3,11,2018-10-30,0.15,4,317
630062,"Large House, Parking, Walk to Metro",3111772,Austin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9158,-77.01674,Entire home/apt,300,2,68,2019-06-29,0.90,4,236
632735,Neat room in 2-bd ap and very convenient location,1313111,Rossen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91534,-77.00232,Private room,70,1,4,2013-03-31,0.05,3,195
635399,Sunny Dupont Pied-à-terre,3165756,Strother,,"Dupont Circle, Connecticut Avenue/K Street",38.90767,-77.0396,Entire home/apt,125,180,16,2014-05-05,0.19,1,196
638604,Georgetown's Chateau Bleu - BsmtApt,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91498,-77.07086,Entire home/apt,139,3,5,2016-06-26,0.08,4,317
