id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10036386,Cozy Capitol Hill/Eastern Market Apartment,51520718,Emily,,"Union Station, Stanton Park, Kingman Park",38.89257,-76.99347,Entire home/apt,95,2,1,2016-07-01,0.03,1,0
10038536,Awesome modern house on Capitol Hil,14275599,Heather,,"Capitol Hill, Lincoln Park",38.88586,-76.98881,Entire home/apt,299,2,187,2019-07-07,4.45,9,24
10050749,Cute Apt In Adams Morgan DC!,10569373,Mayra,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92298,-77.03928,Entire home/apt,52,25,23,2019-05-24,0.58,14,11
10051582,"Bright, Sweet Studio in Great Spot",342546,Anna,,"Dupont Circle, Connecticut Avenue/K Street",38.91272,-77.03519,Entire home/apt,89,5,4,2017-06-22,0.11,1,0
10051629,Gorgeous Apt close to everything ready to rent!!!!,6186308,Adriana,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9253,-77.03853,Entire home/apt,90,3,1,2016-04-11,0.03,1,0
10059402,Washington 2 BR Fully Furnished Apartment,16644446,Corporate,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90131,-77.02277,Entire home/apt,369,3,11,2018-10-16,0.26,27,132
10066573,Modern Capitol Hill Studio,44774918,Steve And Aimee,,"Capitol Hill, Lincoln Park",38.88181,-76.98947,Entire home/apt,94,2,79,2017-05-25,1.86,2,0
10067344,Obvious Choice ~ Adams Morgan!,46630199,Home Sweet City,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92156,-77.03894,Entire home/apt,99,2,142,2019-06-27,3.27,59,20
10082572,Cozy & Spacious DC Apt | Sleeps 6,46722229,Monet&Cris,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96432,-77.00412,Entire home/apt,100,30,93,2019-06-17,2.15,1,303
10095110,"The ""Restaurant Row"" house",51803920,Alec,,"Union Station, Stanton Park, Kingman Park",38.89561,-77.00157,Entire home/apt,350,2,12,2019-05-22,0.35,5,198
10097934,✥ STYLISH VICTORIAN ✥ PARKING | WALK TO SUBWAY!,25197983,Nya,,"Shaw, Logan Circle",38.91058,-77.02299,Entire home/apt,165,1,148,2019-07-10,3.48,3,170
10101478,Cozy luxury 1BR with PARKING,15377425,Leon,,"Brookland, Brentwood, Langdon",38.92115,-76.97815,Entire home/apt,70,89,5,2019-01-05,0.12,1,262
10103831,Cozy Room with Private Bath on Capitol Hill,24017157,Karen,,"Capitol Hill, Lincoln Park",38.88442,-76.99503,Private room,50,2,62,2019-06-18,1.44,2,5
10104715,Private Basement Studio Apartment in DC Near Metro,51854674,Nigel,,"River Terrace, Benning, Greenway, Dupont Park",38.89089,-76.94029,Entire home/apt,95,1,14,2019-06-05,0.41,1,202
10121809,Amazing 1BD in exclusive Georgetown,3575991,Sarah,,"Georgetown, Burleith/Hillandale",38.90396,-77.06605,Entire home/apt,89,3,2,2016-04-06,0.05,1,0
10121883,Urban Treehouse Retreat,12934615,Ayanna,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86401,-76.96664,Private room,35,3,10,2019-05-18,0.25,2,347
10134431,Rowhouse Living In Columbia Heights,49577610,Spencer,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93473,-77.02915,Private room,52,1,135,2019-07-10,4.18,1,51
10137628,Studio haven w/free parking and bottled cocktail!,20208173,Tory,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91719,-77.00574,Entire home/apt,79,1,242,2019-07-09,6.04,1,47
10152759,Dupont Circle private room,20741884,Klia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91608,-77.04764,Private room,55,10,8,2018-08-31,0.26,2,0
10173162,Trophy One Bedroom in Logan Circle,3474736,Sam,,"Shaw, Logan Circle",38.91206,-77.02813,Entire home/apt,120,600,137,2018-05-11,3.28,5,195
10205012,U St/Logan Circle English Basement,23183316,Kevin,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91668,-77.03037,Entire home/apt,169,2,108,2019-06-29,2.51,1,163
10228230,"Best location, modern DC studio!",1415466,Maria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92403,-77.03304,Entire home/apt,109,2,35,2018-10-01,0.81,1,0
10228824,"Private Entrance: Bedroom, Bathroom, FREE Parking",46800409,Nicole,,"Brightwood Park, Crestwood, Petworth",38.94136,-77.03362,Private room,70,1,338,2019-07-12,7.92,1,0
10253271,"Heart of Adams Morgan, 1br/1ba",17023109,Julia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91917,-77.0393,Private room,75,1,5,2016-02-07,0.12,1,0
10254748,Lower Level Apartment near Metro,24459644,Rachel,,"Capitol View, Marshall Heights, Benning Heights",38.89115,-76.93596,Entire home/apt,55,2,117,2019-06-26,2.93,1,0
10257241,DC UNDERGROUND,7594209,Leonardo,,"Union Station, Stanton Park, Kingman Park",38.90063,-77.00477,Private room,600,1,0,,,3,0
10262923,"Entire Apartment: Bedroom, Sunroom, Bed + Pullout",2599970,Sunjeev,,"Brightwood Park, Crestwood, Petworth",38.93901,-77.03386,Entire home/apt,69,4,8,2017-09-30,0.20,1,0
10292197,Cozy Apt. Very Close to Georgetown,52947245,José Manuel,,"Cathedral Heights, McLean Gardens, Glover Park",38.92382,-77.07295,Entire home/apt,75,8,0,,,1,0
10311634,Adams Morgan (CLOSE TO EVERYTHING),53056625,Shelly,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92357,-77.04095,Entire home/apt,160,3,30,2019-06-27,0.75,1,81
10316077,Cozy DC Room near Zoo & Metro,38289794,Mehran,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93882,-77.0655,Private room,69,1,61,2017-10-03,1.47,3,0
10317986,"Cozy, Cute Room in Bloomingdale",14178055,April,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92138,-77.01138,Private room,33,1,1,2016-03-30,0.02,1,0
10336064,Top-floor Georgetown/Dupont 1BR,35666986,Cindy,,"Georgetown, Burleith/Hillandale",38.90566,-77.06048,Entire home/apt,109,3,1,2016-01-06,0.02,1,0
10338647,Lovely DC Capitol Hill East Private BR & Bath,29435817,Heather,,"Capitol Hill, Lincoln Park",38.87866,-76.98379,Private room,72,1,373,2019-07-09,8.79,2,31
10340334,U Street/Dupont/AdamsMo 1BR!,19251305,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.91755,-77.03749,Entire home/apt,150,2,1,2016-06-25,0.03,1,0
10342165,Heart of Logan Circle,48595566,Kathryn,,"Shaw, Logan Circle",38.90834,-77.02708,Entire home/apt,127,7,0,,,1,0
10343356,Dupont North - garden entrance wBbq 18th and Swann,40184950,John,,"Dupont Circle, Connecticut Avenue/K Street",38.91421,-77.04281,Entire home/apt,200,3,44,2019-07-07,1.46,3,1
10354707,Capitol Hill near Barracks Row,43876445,Becca,,"Capitol Hill, Lincoln Park",38.87958,-76.98712,Private room,60,2,28,2019-05-19,0.70,1,138
10359296,BROOKLAND ARTS DISTRICT Metro close,3725621,Rosie & Donald,,"Brookland, Brentwood, Langdon",38.93369,-76.98828,Private room,75,5,2,2016-02-01,0.05,2,13
10368464,"Updated studio in cool, uptown neighborhood",28774061,Bobby,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91898,-77.04098,Entire home/apt,105,2,44,2018-04-29,1.22,1,0
10384001,"Capitol Hill Master Bedroom Suite, Private Bath!",44636030,David,,"Union Station, Stanton Park, Kingman Park",38.89302,-76.99945,Private room,90,1,107,2019-06-30,2.63,1,80
10387143,Beautiful 3 BR 1.5 blocks to Metro!,15235972,Sarah,,"Shaw, Logan Circle",38.91137,-77.01897,Private room,80,3,16,2017-05-31,0.39,2,326
10387799,Capitol Hill - charming apartment in Victorian RH,53330711,Lylla,,"Capitol Hill, Lincoln Park",38.88787,-76.9918,Entire home/apt,52,2,113,2019-07-13,2.70,1,129
10403348,Travelers Trove ~ on T St with Parking Permit!,46630199,Home Sweet City,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9151,-77.02656,Entire home/apt,129,2,200,2019-06-30,4.69,59,127
10405545,Bright & Sunny--Luxury + Location!,53580080,Dunnzy,,"Capitol Hill, Lincoln Park",38.88629,-76.99959,Entire home/apt,180,1,61,2019-05-16,1.50,6,266
10407841,Private Spacious basement suit in  AU Park,53593416,Debrework,,"Friendship Heights, American University Park, Tenleytown",38.94791,-77.09889,Entire home/apt,61,7,37,2019-06-25,1.04,1,81
10408566,Walk to Nats stadium/NationalMall/Capitol/3 Metros,18146689,Anya,,"Near Southeast, Navy Yard",38.87825,-76.99915,Entire home/apt,150,2,134,2019-06-24,3.22,1,91
10413353,Comfortable 1 BR - Columbia Heights,4272205,Cheney,,"Brightwood Park, Crestwood, Petworth",38.93975,-77.03188,Entire home/apt,84,1,0,,,1,0
10418749,"Sunny w/ Workspace, Great location, Atmosphere",6488932,Yill,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91841,-77.04243,Private room,61,3,9,2019-06-01,0.23,4,331
10436526,Beautiful Columbia Heights apt with patio!,53759813,Dotti,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92846,-77.0293,Entire home/apt,130,1,178,2019-06-23,4.36,1,153
10447326,Modern Luxury 3-level Townhome,7499831,Anne,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92165,-77.04016,Entire home/apt,590,2,27,2019-05-12,0.65,1,355
10453467,Lovely room in historic row house,53857552,Kimberly,,"Brightwood Park, Crestwood, Petworth",38.94353,-77.03451,Private room,75,2,66,2019-05-27,1.55,1,317
10453541,Dupont Adams Morgan Star,40629622,Kenneth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91713,-77.04254,Entire home/apt,119,2,31,2019-04-22,0.77,5,339
10455342,Sunny & Spacious ~  Walk to Everything ~ DuPont,39930655,Nicole,,"Dupont Circle, Connecticut Avenue/K Street",38.91126,-77.03678,Entire home/apt,135,1,282,2019-07-05,6.89,41,54
10467122,1 BR in a 2 BR in Woodley Park,7258959,Matthew,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92812,-77.05323,Private room,95,1,0,,,1,0
10476155,"Modern & Cozy Close to Capitol, Monuments & Metro",4223866,Sarah,,"Capitol Hill, Lincoln Park",38.88763,-76.98366,Private room,72,2,153,2019-07-01,3.94,1,0
10476714,5BR CORNER BROWNSTONE w/2-car garage. Sleeps 16,6336410,DreamB&B,,"Brightwood Park, Crestwood, Petworth",38.93837,-77.03198,Entire home/apt,128,1,113,2019-07-12,5.26,1,308
10477909,"Entire DC Rowhouse - quiet street, great location",54004997,Aviva,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91185,-77.01573,Entire home/apt,160,2,51,2019-06-29,1.21,1,12
10487686,Foggy Bottom DC Scenic Suite,1865736,Sally,,"West End, Foggy Bottom, GWU",38.90015,-77.05469,Private room,147,2,15,2019-04-07,0.44,4,78
10494257,1BR Comfort in Dupont Circle.,27973956,Brian,,"Dupont Circle, Connecticut Avenue/K Street",38.91544,-77.03898,Entire home/apt,170,6,1,2018-04-21,0.07,1,0
10499601,Georgetown Condo,32601513,Lynn,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91059,-77.0879,Entire home/apt,99,7,2,2019-06-07,1.33,1,13
10526371,"Historic Home Next to Capitol, Walk to Everything",18393059,Aaron,,"Capitol Hill, Lincoln Park",38.88458,-77.00713,Entire home/apt,150,1,261,2019-07-07,6.61,2,244
10542403,Capitol Hill: Comfortable Home for you,54362762,Pia And Ben,,"Union Station, Stanton Park, Kingman Park",38.89888,-76.98828,Entire home/apt,131,2,161,2019-06-19,4.34,1,122
10543391,1 Bedroom in the Heart of Adams Morgan,54369151,Denise,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91874,-77.04389,Entire home/apt,350,2,19,2018-10-28,0.55,1,291
10543751,Newly renovated Capitol Hill studio,53580080,Dunnzy,,"Capitol Hill, Lincoln Park",38.88805,-76.99865,Entire home/apt,185,1,31,2019-06-12,0.77,6,336
10543985,Gorgeous 1 BD in Capitol Hill,53580080,Dunnzy,,"Capitol Hill, Lincoln Park",38.88921,-76.99894,Entire home/apt,265,1,23,2019-04-18,0.56,6,308
10544363,Newly renovated 1 BD near Capitol,53580080,Dunnzy,,"Capitol Hill, Lincoln Park",38.8866,-76.99888,Entire home/apt,265,1,33,2019-05-09,0.81,6,325
10547634,A beautiful house in DC,22198100,Bez,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91066,-77.00766,Entire home/apt,300,29,2,2017-04-29,0.05,3,359
10550732,"Central, Luxury, 2bd/2ba w/ Private Deck",52703422,Erin,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90548,-77.01668,Entire home/apt,299,2,115,2019-06-26,2.78,6,271
10551108,In the heart of Capitol Hill,46282344,Michael,,"Capitol Hill, Lincoln Park",38.88412,-76.99645,Entire home/apt,150,2,92,2019-06-26,2.27,1,14
10560532,Brook land  one bedroom apartment,54469632,Antione,,"North Michigan Park, Michigan Park, University Heights",38.93761,-76.99271,Entire home/apt,150,2,1,2016-03-13,0.02,1,363
10568730,Dupont/U St & 14th/Adams Morgan,34781425,Brad,,"Dupont Circle, Connecticut Avenue/K Street",38.91737,-77.03848,Entire home/apt,799,3,1,2017-01-22,0.03,1,0
10574467,Beautiful Capitol Hill Townhome,46326018,Pamela,,"Union Station, Stanton Park, Kingman Park",38.89413,-76.9851,Entire home/apt,295,3,47,2019-06-30,1.21,2,294
10575202,Private Entry Studio Style Basement,54551407,Gary,,"Brightwood Park, Crestwood, Petworth",38.95439,-77.02609,Private room,65,1,7,2017-08-07,0.18,2,0
10609351,1-bdrm Flat in BEST Location!,16200428,Molly,,"Cathedral Heights, McLean Gardens, Glover Park",38.92534,-77.07316,Entire home/apt,72,3,5,2016-03-31,0.12,1,0
10617103,"National Mall, Monuments & Museums",5326343,Michael,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88188,-77.02029,Entire home/apt,385,2,82,2019-06-23,2.01,1,302
10626368,"CapHill, Free Park,1 blk metro,Close 2 attractions",16794398,Jennifer,,"Capitol Hill, Lincoln Park",38.88279,-76.98352,Entire home/apt,94,2,202,2019-06-30,4.88,1,41
10626658,Family Space w 5 Beds & Ideal Location in Dupont!!,54846861,Taft,,"Dupont Circle, Connecticut Avenue/K Street",38.90874,-77.04582,Entire home/apt,185,1,282,2019-07-10,6.64,4,322
10628427,Colorful basement unit,50948296,Amanuel,,"Brookland, Brentwood, Langdon",38.92886,-76.97686,Entire home/apt,80,2,74,2019-06-25,2.84,1,42
10629214,Columbia Heights -2 blocks to metro,52458774,Annie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93307,-77.02546,Entire home/apt,166,1,1,2016-02-03,0.02,1,0
10635178,Great studio in a great location,13491868,Lacey,,"Dupont Circle, Connecticut Avenue/K Street",38.90567,-77.03516,Entire home/apt,135,3,24,2017-08-14,0.58,1,0
10636648,1 Bedroom Apartment - Downtown DC,54900784,Peter,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91075,-77.01248,Entire home/apt,69,5,2,2016-02-29,0.05,1,0
10636781,"Low Rate, Comfort, and Convenience for Cat Sitting",17945482,Mercedes Diane,,"Union Station, Stanton Park, Kingman Park",38.89404,-76.99452,Entire home/apt,95,2,41,2019-07-07,5.30,1,10
10651132,Conscious accommodations in NW DC,40871759,Kathy,,"Brightwood Park, Crestwood, Petworth",38.95301,-77.03484,Private room,65,2,40,2019-04-10,0.98,1,334
10654687,English Basement in Brookland,52821397,Angelica,,"Brookland, Brentwood, Langdon",38.9333,-76.97878,Entire home/apt,65,4,38,2019-07-06,0.94,1,143
10654904,Walk to Everything!,55026621,Mike,,"Shaw, Logan Circle",38.91234,-77.03414,Entire home/apt,144,2,167,2019-06-30,4.11,1,132
10659762,Renovated Apartment in Solar Home,10663585,Eduardo & Laura,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96224,-77.07566,Entire home/apt,74,2,63,2019-05-19,1.91,1,319
10685388,"Private bedroom in Washington, DC",4746,Holly,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91362,-77.00894,Private room,100,1,84,2019-07-07,2.05,1,323
10692326,Stunning Private DC Apartment in Cute Neighborhood,52545606,Maclean,,"North Michigan Park, Michigan Park, University Heights",38.94076,-76.98653,Entire home/apt,106,2,37,2017-04-23,0.91,1,0
10694497,Swank Uptown Apartment,55252534,Christopher,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02672,Entire home/apt,75,1,54,2019-06-12,2.12,1,168
10702816,Charming 1BR Rowhouse Apt with Loft,8007310,Hallie,,"Shaw, Logan Circle",38.90683,-77.01862,Entire home/apt,109,2,3,2016-04-12,0.07,1,0
10711301,DC's most sought-after residences!,32446641,Russ,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89645,-77.02147,Entire home/apt,295,3,3,2016-05-01,0.07,2,0
10717839,Stylish 1BR near DC's vibrant H St!,48513805,Jeannie,,"Union Station, Stanton Park, Kingman Park",38.90022,-76.98673,Entire home/apt,99,3,86,2019-06-24,2.16,1,80
10720370,"One Bedroom & Bath, Modern Home in Capitol Hill",18737347,Lina,,"Union Station, Stanton Park, Kingman Park",38.89403,-76.98956,Private room,82,2,47,2017-09-28,1.25,2,0
10747131,Convenet large bedroom next to Metr,14168773,Mosadek,,"Friendship Heights, American University Park, Tenleytown",38.94525,-77.07839,Private room,44,1,1,2016-04-07,0.03,1,0
10765728,Super Cool H St Corridor In-Law Apt,55677682,Kirsten,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90076,-76.98386,Entire home/apt,75,2,15,2019-06-05,3.06,1,148
10783954,"Near the Capitol, 3BR hist row house",6867099,Astrid,,"Capitol Hill, Lincoln Park",38.89091,-76.98653,Entire home/apt,300,2,8,2018-10-13,0.20,2,83
10787059,Stunning Apartment in Bloomingdale,33104745,Matt,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91939,-77.01253,Entire home/apt,134,2,234,2019-07-09,5.63,1,281
10788926,Cozy chic apartment in lovely Mt. Pleasant,55825734,Kelly,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93159,-77.0402,Entire home/apt,179,1,45,2019-06-29,1.32,2,141
10790909,Luxury Townhouse in Hip U St Area,38360839,Paul,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91749,-77.02864,Entire home/apt,428,2,54,2019-05-19,1.31,1,317
10799134,Capitol Hill - Stunning Apartment,47900667,Karen,,"Capitol Hill, Lincoln Park",38.89052,-76.99561,Entire home/apt,200,3,44,2019-06-29,1.12,3,304
10803002,Sunny DC oasis w/ free parking!,26874029,Stacy,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92594,-77.0076,Entire home/apt,68,2,272,2019-06-30,6.50,1,87
10808441,"Best Skyline View in Washigton, D.C.",55939338,Jessica L.,,"Sheridan, Barry Farm, Buena Vista",38.85653,-76.98904,Private room,95,2,2,2018-11-15,0.23,1,365
10809568,Private and cozy apartment,13965401,Stefania,,"Cathedral Heights, McLean Gardens, Glover Park",38.93418,-77.07905,Entire home/apt,90,2,39,2019-06-10,0.98,1,287
10836110,Stylish 1BR steps to 14th St / Logan hot spots,4904942,Ken,,"Dupont Circle, Connecticut Avenue/K Street",38.91562,-77.03459,Entire home/apt,130,3,135,2019-07-06,3.27,1,119
10836969,Cozy room in Bloomingdale rowhouse!,56120940,Vivian,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91196,-77.01009,Private room,30,1,0,,,1,0
10851855,Central/Cozy(4) - near metro/bus,1443163,Dian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92405,-77.02973,Private room,55,3,65,2019-05-29,1.59,8,154
10860997,Capitol Hill Townhome - Venice Bdrm,46326018,Pamela,,"Union Station, Stanton Park, Kingman Park",38.89458,-76.98452,Private room,75,5,97,2019-05-15,2.72,2,43
10861201,Cozy 1B in Meridian Park,27357482,Sandra,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.91983,-77.03517,Private room,44,1,2,2016-04-26,0.05,1,0
10862880,Warm and Sunny Room w/ 2 Beds,11827226,Cynthia,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90256,-76.98195,Private room,75,2,90,2019-06-25,2.17,3,146
10872793,Charming studio in the heart of DC!,56328831,Nino,,"Dupont Circle, Connecticut Avenue/K Street",38.90785,-77.0346,Entire home/apt,85,1,2,2016-02-25,0.05,1,0
10875641,Family Friendly Cleveland Park by the Metro & Zoo!,344019,Gabrielle,,"North Cleveland Park, Forest Hills, Van Ness",38.9419,-77.05767,Entire home/apt,148,3,56,2019-07-06,1.39,1,339
10880153,Cozy Bloomingdale Apartment,15996895,Tynesia,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91829,-77.01109,Entire home/apt,159,2,79,2019-06-14,1.94,1,361
10921785,"Chic designer-rustic, 14th & U Neighborhood, Metro",56607502,Julian & Lucrecia,,"Dupont Circle, Connecticut Avenue/K Street",38.91522,-77.0357,Private room,90,3,225,2019-07-09,6.01,3,48
10923786,Spacious City Retreat Near Red Line Metro (Unit 1),56624653,Abe & Grace,,"North Michigan Park, Michigan Park, University Heights",38.93529,-76.99195,Entire home/apt,125,2,156,2019-06-09,3.81,2,3
10923918,Private 1st Floor 1 Bedroom On The Hill,56625377,Paige,,"Union Station, Stanton Park, Kingman Park",38.89277,-76.99768,Entire home/apt,99,10,39,2019-05-24,0.98,1,46
10944291,Washington DC vintage townhouse,12161205,Terry,,"Capitol Hill, Lincoln Park",38.88335,-76.99191,Entire home/apt,220,2,3,2017-11-14,0.08,2,0
10948027,Cozy Private Suite,15153474,Abenaa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91332,-77.00479,Private room,60,1,104,2019-07-05,3.54,1,147
10960740,Amazing 4BR Home Steps To Capitol!,30615535,Elizabeth,,"Capitol Hill, Lincoln Park",38.88883,-77.00132,Entire home/apt,600,2,36,2019-06-05,0.87,2,353
10962069,Big 1 bedroom apartment near GWU,12331120,Bruce,,"West End, Foggy Bottom, GWU",38.90421,-77.05147,Entire home/apt,130,4,6,2016-10-10,0.15,1,0
10964272,Takoma Park: Cozy Garden Apartment,56873367,Julia,,"Takoma, Brightwood, Manor Park",38.97185,-77.02251,Entire home/apt,110,2,12,2019-04-13,0.35,1,320
10978189,Modern + Spacious 2 Bed/2 Bath w/ Secure Parking!,24669071,Robert,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91682,-77.00941,Entire home/apt,199,3,144,2019-07-07,3.77,1,136
10990790,Cozy Room near Metro 10min!!!,43816622,Yiming,,"Union Station, Stanton Park, Kingman Park",38.90423,-76.9943,Private room,45,1,8,2016-03-29,0.19,1,0
10999657,Elegant home near the Cathedral,53610057,Julie,,"Cathedral Heights, McLean Gardens, Glover Park",38.93154,-77.07508,Entire home/apt,175,2,111,2019-06-28,2.97,1,104
11011770,"SUNNY SLEEPS 4, METRO/CONV CTR, PATIO, PETS OK",19214127,David,,"Shaw, Logan Circle",38.90914,-77.01618,Entire home/apt,100,2,150,2019-07-11,3.59,3,342
11017282,Georgetown Walk Anywhere,56478623,Patty,,"Georgetown, Burleith/Hillandale",38.90429,-77.06017,Entire home/apt,159,3,16,2019-06-14,0.40,1,87
11020058,1 Bedroom in Beautiful apartment - Adams Morgan,15744863,Pilar,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92036,-77.04374,Private room,95,2,49,2017-05-13,1.18,1,0
11031634,"CapHill apt furnished, turnkey conv",21873212,Mark,,"Capitol Hill, Lincoln Park",38.89052,-76.98846,Entire home/apt,85,31,1,2018-06-30,0.08,1,195
11031641,1BR Affordable Luxury in Historic Logan Row House,5592835,Penny,,"Shaw, Logan Circle",38.9108,-77.02899,Entire home/apt,165,1,196,2019-07-11,4.82,1,201
11047668,:Hip Space: Close to Everything w/ Patio,2387265,Michael,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91323,-77.00763,Entire home/apt,130,3,31,2019-07-11,0.82,1,8
11055026,1BR Eastern Market area English basement. Sleeps<4,57374510,Stephen,,"Capitol Hill, Lincoln Park",38.8849,-76.98754,Entire home/apt,150,3,92,2019-07-06,2.37,1,45
11068583,Inauguration Luxury apt- w/ parking,57300275,Sarah,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91797,-77.0271,Entire home/apt,450,3,0,,,1,179
11070761,Beautiful cottagy Capitol Hill home,17888974,Monique,,"Capitol Hill, Lincoln Park",38.88503,-76.99985,Entire home/apt,100,1,38,2019-05-27,0.93,1,0
11077884,Capitol Hill Updated Townhome | Walkable Location!,57509090,Melissa,,"Capitol Hill, Lincoln Park",38.89149,-76.99979,Entire home/apt,180,4,11,2019-07-03,0.81,2,174
11087176,Studio in the heart of Adams Morgan,34403,Bill,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9214,-77.04156,Entire home/apt,89,3,43,2019-05-26,1.05,1,343
11093759,Loft Carriage House on the Capitol!,8008783,Cliff,,"Capitol Hill, Lincoln Park",38.88569,-77.00149,Entire home/apt,375,3,112,2019-06-14,2.69,54,335
11105778,Sunfilled Georgetown Penthouse,21178631,John,,"Georgetown, Burleith/Hillandale",38.90829,-77.05959,Entire home/apt,225,2,51,2019-07-13,1.27,3,140
11114285,Historic Apartment in Dupont Circle,4955798,Tyler,,"Dupont Circle, Connecticut Avenue/K Street",38.91235,-77.03737,Entire home/apt,98,1,1,2016-03-03,0.02,1,0
11121546,En-suite Bathroom/10 mins to Metro/No Cleaning Fee,26711938,Kevin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91686,-77.01399,Private room,80,2,319,2019-07-12,7.67,1,47
11125206,XLarge Cap. Hill Room ★ 1/2 block from metro,52950314,Jennifer,,"Capitol Hill, Lincoln Park",38.88729,-76.97814,Private room,70,3,91,2019-06-16,2.30,1,2
11125769,Historic Capitol Hill House with Parking,57811885,Jaime,,"Union Station, Stanton Park, Kingman Park",38.89848,-77.00031,Entire home/apt,1000,2,5,2018-03-09,0.17,1,83
11126528,Entire Capitol Hill apartment in great location,57817556,Jim,,"Capitol Hill, Lincoln Park",38.88402,-76.9991,Entire home/apt,150,1,194,2019-06-27,4.74,1,92
11126763,Capitol Hill - Modern 2-BD Apt,57819175,Yael,,"Union Station, Stanton Park, Kingman Park",38.89344,-76.99579,Entire home/apt,199,2,162,2018-08-10,3.97,1,0
11140784,Large DC room nr metro: parking & private bath,21406323,Anna,,"Colonial Village, Shepherd Park, North Portal Estates",38.99311,-77.03794,Private room,65,1,189,2019-07-14,5.38,3,17
11143821,Comfortable and spacious apartment,3257276,Theo,,"Union Station, Stanton Park, Kingman Park",38.90053,-76.99042,Entire home/apt,50,1,0,,,1,0
11144448,Modern 1BR/1BA in trendy Petworth,2491932,Joseph,,"Brightwood Park, Crestwood, Petworth",38.94211,-77.0222,Entire home/apt,90,3,121,2019-06-29,2.99,1,353
11144862,Hip apartment near 14th Street,5314286,Jennifer,,"Shaw, Logan Circle",38.90628,-77.03347,Entire home/apt,185,2,36,2019-03-27,0.88,1,108
11159822,Master bedr in historic DC rowhouse,3130297,Felix,,"Brightwood Park, Crestwood, Petworth",38.95257,-77.02748,Private room,65,1,0,,,2,0
11168876,Ellington Place,58113599,Ethan,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92268,-77.04543,Entire home/apt,168,3,102,2019-07-06,2.56,1,330
